ASD Acronym,Designation,Title of Standard,Abstract,Link,Published Status
,ISO/TR 16142:2006,Medical devices  Guidance on the selection of standards in support of recognized essential principles of safety and performance of medical devices,"ISO/TR 16142:2006 considers and identifies certain significant standards and guides that can be useful in the assessment of conformity of medical devices with recognized essential principles of safety and performance.
ISO/TR 16142:2006 is intended for use by manufacturers, standardization bodies, regulatory bodies, and for conformity assessment purposes.",https://www.iso.org/standard/38401.html,Published
,ISO/TS 19218-2:2012,Medical devices  Hierarchical coding structure for adverse events  Part 2: Evaluation codes,"ISO/TS 19218-2:2012 specifies requirements for a hierarchical coding structure for characterizing the results of the analysis or evaluation of adverse events relating to medical devices. The codes are intended primarily for use by medical device manufacturers and regulatory authorities. They can also be used for coding the results of the analysis or evaluation of events other than those related to death or serious injury, as well as malfunctions that could lead to death or serious injury.
ISO/TS 19218-2:2012 is not intended to be used to decide whether or not an incident is reportable.",https://www.iso.org/standard/55590.html,Published
,ISO/TS 19218:2005,Medical devices  Coding structure for adverse event type and cause,"ISO/TS 19218:2005 specifies requirements for a coding structure for describing adverse events related to medical devices. This code is intended for use by medical device users, manufacturers and regulatory authorities.",https://www.iso.org/standard/33753.html,Published
,ISO/TR 19244:2014,Guidance on transition periods for standards developed by ISO/TC 84  Devices for administration of medicinal products and catheters,"ISO/TR 19244:2014 outlines the recommended transition plans for all the TC 84 standards:

Needle-based Injection systems;
Sharps Injury Protection;
Sharps Containers,
Aerosol Drug Delivery Devices;
Needle-free injection systems;
Syringes;
Needles;
Intravascular Catheters and Ports.",https://www.iso.org/standard/64129.html,Published
,ISO 20069:2019,Guidance for assessment and evaluation of changes to drug delivery systems,"This document provides guidance for assessment and evaluation of planned changes to drug delivery systems that are integral with, packaged with, or cross-labelled for use with a specified medicinal product. This document is applicable to the drug delivery system's lifecycle from registration clinical studies to end-of-life. This document is applicable to the assessment of changes within the following drug delivery systems: 
—     needle-based injection systems for medical use;
—     aerosol drug delivery devices;
—     needle-free injectors for medical use.
NOTE       These are covered by the ISO 11608 series, ISO 20072 and ISO 21649, respectively.
This document might also be useful for assessing and evaluate changes to other drug delivery devices or systems.
Examples of changes that are within the scope of this document include but are not limited to the following:
a)    the same route of administration (e.g. change resulting in including a marketed prefilled syringe to an autoinjector);
b)    changes to the drug delivery system design (e.g. change in configuration or layout of electrical and mechanical components);
c)    changes to the medicinal product that affect the drug delivery system; including the primary container closure (e.g. viscosity, particle size);
d)    changes in production or handling of the drug delivery system (e.g. process scale, manual to automated assembly, glue bond to sonic weld, mould cavitation, sterilization, storage, transportation, work instructions or methods);
e)    changes in component materials or source of supply;
f)     changes in software, including changes related to cybersecurity, encryption and connectivity;
g)    changes in the user interface, including packaging;
h)    changes to labelling and/or instructions for use.
Revisions or additions of software are within the scope of this document. The software can either be integrated into the physical drug delivery system, separate, or both.
The applicability of this document to non-integrated software is relevant to the extent that those software changes can impact the drug delivery system and/or impact how users interact with it.
Depending on the nature of the change, there can be additional assessments and resulting activities, which can be outside the scope of this document.
This document does not provide guidance for defining the objective of the change, nor the various potential opportunities/options for fulfilling this objective.",https://www.iso.org/standard/66945.html,Published
,ISO/TR 20416:2020,Medical devices  Post-market surveillance for manufacturers,"This document provides guidance on the post-market surveillance process and is intended for use by medical device manufacturers. This post-market surveillance process is consistent with relevant international standards, in particular ISO 13485 and ISO 14971. This document describes a proactive and systematic process that manufacturers can use to collect and analyse appropriate data, to provide information for the feedback processes and use this to meet applicable regulatory requirements to gain experience from the post-production activities. The output of this process can be used:
—     as input into product realization;
—     as input into risk management;
—     for monitoring and maintaining product requirements;
—     for communicating to regulatory authorities; or
—     as input into improvement processes.
This document does not address market surveillance activities to be performed by regulatory authorities. Neither does it specify a manufacturer's actions required by the applicable regulatory requirements resulting from their production or post-production activities, nor reporting to regulatory authorities. This document is not intended to replace or change applicable regulatory requirements for post-market surveillance.",https://www.iso.org/standard/67942.html,Published
,ISO 20417:2021,Medical devices  Information to be supplied by the manufacturer,"NOTE 1        There is guidance or rationale for this Clause contained in Clause A.2.
This document specifies the requirements for information supplied by the manufacturer for a medical device or by the manufacturer for an accessory, as defined in 3.1. This document includes the generally applicable requirements for identification and labels on a medical device or accessory, the packaging, marking of a medical device or accessory, and accompanying information. This document does not specify the means by which the information is to be supplied.
NOTE 2        Some authorities having jurisdiction impose different requirements for the identification, marking and documentation of a medical device or accessory.
Specific requirements of medical device product standards or group standards take precedence over requirements of this document.",https://www.iso.org/standard/67943.html,Published
,ISO/TR 24971:2020,Medical devices  Guidance on the application of ISO 14971,"This document provides guidance on the development, implementation and maintenance of a risk management system for medical devices according to ISO 14971:2019.
The risk management process can be part of a quality management system, for example one that is based on ISO 13485:2016[24], but this is not required by ISO 14971:2019. Some requirements in ISO 13485:2016 (Clause 7 on product realization and 8.2.1 on feedback during monitoring and measurement) are related to risk management and can be fulfilled by applying ISO 14971:2019. See also the ISO Handbook: ISO 13485:2016 — Medical devices — A practical guide[25].",https://www.iso.org/standard/74437.html,Published
,IEC 62304:2006 /Amd 1:2015,Medical device software  Software life cycle processes  Amendment 1,No Abstract Available,https://www.iso.org/standard/64686.html,Published
,IEC 62366-1:2015 /Cor 1:2016,Medical devices  Part 1: Application of usability engineering to medical devices  Technical Corrigendum 1,No Abstract Available,https://www.iso.org/standard/72042.html,Published
,IEC 80001-1:2021,Application of risk management for IT-networks incorporating medical devices  Part 1: Safety effectiveness and security in the implementation and use of connected medical devices or connected health software,"This document specifies general requirements for ORGANIZATIONS in the application of RISK MANAGEMENT before, during and after the connection of a HEALTH IT SYSTEM within a HEALTH IT INFRASTRUCTURE, by addressing the KEY PROPERTIES of SAFETY, EFFECTIVENESS and SECURITY whilst engaging appropriate stakeholders. IEC 80001-1:2021 cancels and replaces the first edition published in 2010. This edition constitutes a technical revision. This edition includes the following significant technical changes with respect to the previous edition: a) structure changed to better align with ISO 31000; b) establishment of requirements for an ORGANIZATION in the application of RISK MANAGEMENT; c) communication of the value, intention and purpose of RISK MANAGEMENT through principles that support preservation of the KEY PROPERTIES during the implementation and use of connected HEALTH SOFTWARE and/or HEALTH IT SYSTEMS.",https://www.iso.org/standard/72026.html,Published
,ISO/TR 80001-2-6:2014,Application of risk management for IT-networks incorporating medical devices  Part 2-6: Application guidance  Guidance for responsibility agreements,"ISO/TR 80001-2-6:2014 provides guidance on implementing RESPONSIBILITY AGREEMENTS, which are described in IEC 80001-1 as used to establish the roles and responsibilities among the stakeholders engaged in the incorporation of a MEDICAL DEVICE into an IT-NETWORK in order to support compliance to IEC 80001-1. Stakeholders may include RESPONSIBLE ORGANIZATIONS, IT suppliers, MEDICAL DEVICE manufacturers and others. The goal of the RESPONSIBILITY AGREEMENT is that these roles and responsibilities should cover the complete lifecycle of the resulting MEDICAL IT-NETWORK.",https://www.iso.org/standard/63108.html,Published
,ISO/TR 80001-2-7:2015,Application of risk management for IT-networks incorporating medical devices  Application guidance  Part 2-7: Guidance for healthcare delivery organizations (HDOs) on how to self-assess their conformance with IEC 80001-1,ISO/TR 80001-2-7:2015 is to provide guidance to HDOs on self-assessment of their conformance against IEC 80001‑1.,https://www.iso.org/standard/63509.html,Published
,ISO/TR 80002-2:2017,Medical device software  Part 2: Validation of software for medical device quality systems,"ISO/TR 80002-2:2017 applies to any software used in device design, testing, component acceptance, manufacturing, labelling, packaging, distribution and complaint handling or to automate any other aspect of a medical device quality system as described in ISO 13485.
ISO/TR 80002-2:2017 applies to
-      software used in the quality management system,
-      software used in production and service provision, and
-      software used for the monitoring and measurement of requirements.
It does not apply to
-      software used as a component, part or accessory of a medical device, or
-      software that is itself a medical device.",https://www.iso.org/standard/60044.html,Published
,IEC 80601-2-77:2019 /Amd 1:2023,Medical electrical equipment  Part 2-77: Particular requirements for the basic safety and essential performance of robotically assisted surgical equipment  Amendment 1,No Abstract Available,https://www.iso.org/standard/83340.html,Published
,IEC 80601-2-78:2019 /Amd 1:2024,Medical electrical equipment  Part 2-78: Particular requirements for basic safety and essential performance of medical robots for rehabilitation assessment compensation or alleviation  Amendment 1,No Abstract Available,https://www.iso.org/standard/83341.html,Published
,ISO 32:1977,Gas cylinders for medical use  Marking for identification of content,"Cancels and replaces ISO recommendation R 32-1957, and its amendment 1-1966. Establishes a system of marking and a series of colours for the identification of the content of gas cylinders. In the case of gas mixtures, the cylinder shall bear the appropriate colours for the gases comprising the mixture, such colours to be visible from the valve end.",https://www.iso.org/standard/3659.html,Published
,ISO 407:2023,Small medical gas cylinders  Pin-index yoke-type valve connections,"This document is applicable to pin-index yoke-type valve connections for medical gas cylinders, with a working pressure up to a maximum of 200 bar or test pressure up to a maximum of 300 bar, or both.
NOTE 1        This type of connection is primarily used for small cylinders (5 l or below).
NOTE 2        In this document the unit bar is used, due to its universal use in the field of technical gases. It should, however, be noted that bar is not an SI unit, and that the corresponding SI unit for pressure is Pa (1 bar = 105 Pa = 105 N/m2).
This document specifies:
—     basic dimensions;
—     requirements for alternative designs of the yoke-type valve connections;
—     dimensions and positions for the holes and pins for the outlet connections.
It also specifies the dimensions and positions for the holes and pins for the outlet connections for gases and gas mixtures.",https://www.iso.org/standard/85829.html,Published
,ISO 4135:2022,Anaesthetic and respiratory equipment  Vocabulary,"This document establishes a vocabulary of terms used for anaesthetic and respiratory equipment and supplies, related devices and supply systems.
NOTE 1    To avoid multiple definitions of the same term in different categories, this document attempts to ensure consistency by the inclusion of a ‘general’ category, and by use of domain specifiers and unique pre-coordinated domain-specific term names.
NOTE 2    In addition to terms and definitions used in two of the three official ISO languages (English and French), this document gives the equivalent terms in the German language; these are published under the responsibility of the member body for Germany. However, only the terms and definitions given in the official languages can be considered as ISO terms and definitions.",https://www.iso.org/standard/75315.html,Published
,ISO 5356-1:2015,Anaesthetic and respiratory equipment  Conical connectors  Part 1: Cones and sockets,"ISO 5356-1:2015 specifies dimensional and gauging requirements for cones and sockets intended for connecting anaesthetic and respiratory equipment, e.g. in breathing systems, anaesthetic gas scavenging systems, and vaporizers. The cones and sockets are therefore not regarded as devices in their own right. 
It gives requirements for the following cones and sockets: 8,5 mm and 11,5 mm sizes intended for use in neonatal and paediatric breathing systems; 15 mm and 22 mm sizes intended for general use in breathing systems; 22 mm latching sockets (including performance requirements); 23 mm size intended for use with vaporizers, but not for use in breathing systems; 30 mm size intended for the connection of a breathing system to an anaesthetic gas scavenging system.
It does not specify the medical devices and accessories on which these cones and sockets are to be provided.
Requirements for the application of cones and sockets are not included, but are or will be given in the relevant International Standards for specific medical devices and accessories. Requirements for screw-threaded weight-bearing connectors are specified in ISO 5356 2.",https://www.iso.org/standard/54851.html,Published
,ISO 5356-2:2012 /Amd 1:2019,Anaesthetic and respiratory equipment  Conical connectors  Part 2: Screw-threaded weight-bearing connectors  Amendment 1,No Abstract Available,https://www.iso.org/standard/76761.html,Published
,ISO 5358:1992,Anaesthetic machines for use with humans,Specifies basic requirements. Does not apply to machines which: a) primarily depend on electric or electronic means for control or proper functioning; b) only deliver gas to the breathing system at varying rates; c) are dental nitrous oxide-oxygen analgesia machines.,https://www.iso.org/standard/11385.html,Published
,ISO 5359:2014 /Amd 1:2017,Anaesthetic and respiratory equipment  Low-pressure hose assemblies for use with medical gases  Amendment 1,No Abstract Available,https://www.iso.org/standard/68680.html,Published
,ISO 5360:2016,Anaesthetic vaporizers  Agent-specific filling systems,"ISO 5360:2016 specifies requirements, including dimensions, for agent-specific filling systems for agent-specific anaesthetic vaporizers.
ISO 5360:2016 does not specify construction materials.
NOTE 1       For recommendations on materials, see Annex A.
Because of the unique properties of desflurane, dimensions for this agent have not been specified in this International Standard.
NOTE 2       Designs of connection systems, which only permit engagement of the agent-specific bottle adaptor to the bottle when the bottle collar is in place, are encouraged.",https://www.iso.org/standard/68417.html,Published
,ISO 5361-4:1987,Tracheal tubes  Part 4: Cole type,This standard deals with accessories of anaesthetic equipment and medical breathing machines. It specifies the requirements for tracheal tubes of the Cole type for the use in infants. The basic dimensions of these tracheal tubes are listed in a table and illustrated.,https://www.iso.org/standard/11397.html,Published
,ISO 5361:2023,Anaesthetic and respiratory equipment  Tracheal tubes and connectors,"This document provides specific requirements for the basic safety and essential performance for oro-tracheal and naso-tracheal tubes and tracheal tube connectors, tracheal tubes with walls reinforced with metal or plastic, tracheal tubes with shoulders, tapered tracheal tubes, tracheal tubes with means for suctioning, monitoring or delivery of drugs or other gases, and the many other types of tracheal tubes devised for specialized applications.
Tracheobronchial (including endobronchial) tubes (see ISO 16628), tracheostomy tubes (see ISO 5366), and supralaryngeal airways (see ISO 11712) are excluded from the scope of this document.
Tracheal tubes intended for use with flammable anaesthetic gases or agents, lasers, or electrosurgical equipment are outside the scope of this document.
NOTE 1      There is guidance or rationale for this clause contained in Annex A.2.
NOTE 2      ISO 11990-1, ISO 11990-2, and ISO 14408 deal with laser surgery of the airway.",https://www.iso.org/standard/77497.html,Published
,ISO 5362:2024,Anaesthetic and respiratory equipment  Anaesthetic reservoir bags,"This document specifies requirements for anaesthetic reservoir bags for use with anaesthetic and ventilator breathing systems. It includes requirements for the design of the neck, size designation and elasticity.
This document is not applicable to special-purpose bags, for example bellows, self-inflating bags and bags for use with anaesthetic gas scavenging systems.
The requirements in this device-specific standard take precedence over any conflicting requirements in the general standard for airway devices (ISO 18190). All the common requirements that appear in the general standard for airway devices have been removed from this document.",https://www.iso.org/standard/84225.html,Published
,ISO 5364:2016,Anaesthetic and respiratory equipment  Oropharyngeal airways,"ISO 5364:2016 specifies requirements for oropharyngeal airways of plastics materials and/or rubber, including those with a reinforcement insert made of plastics materials and/or metal.
ISO 5364:2016 is not applicable to metal oropharyngeal airways, nor to requirements concerning flammability of oropharyngeal airways.
Flammability of oropharyngeal airways, for example, if flammable anaesthetics, electrosurgical units, or lasers are used, is a well-recognized hazard. It is addressed by appropriate clinical management, which is outside the scope of this International Standard.
ISO 5364:2016 is not applicable to supralaryngeal airways without an internal, integral sealing mechanism.",https://www.iso.org/standard/63296.html,Published
,ISO 5366:2016,Anaesthetic and respiratory equipment  Tracheostomy tubes and connectors,"ISO 5366:2016 specifies requirements for adult and paediatric tracheostomy tubes and connectors. Such tubes are primarily designed for patients who require anaesthesia, artificial ventilation or other respiratory support.
ISO 5366:2016 is also applicable to specialized tracheostomy tubes that share common attributes, for example, those without a connector at the machine end intended for spontaneously breathing patients and those with reinforced walls or tubes made of metal or tubes with shoulders, tapering tubes, tubes with provision for suctioning or monitoring or delivery of drugs or other gases.
Flammability of tracheostomy tubes is a well recognized hazard (for example, when electrosurgical units or lasers are used with flammable anaesthetic agents in oxidant-enriched atmospheres) that is addressed by appropriate clinical management and is outside the scope of this International Standard.
NOTE          ISO/TR 11991 gives guidance on avoidance of airway fires.",https://www.iso.org/standard/62242.html,Published
,ISO 5367:2023,Anaesthetic and respiratory equipment  Breathing sets and connectors,"This document specifies minimum requirements for breathing sets and breathing tubes intended to be used with anaesthetic breathing systems, ventilator breathing systems, humidifiers or nebulizers. It applies to breathing sets and breathing tubes and patient end adaptors supplied already assembled and to those supplied as components and assembled in accordance with the manufacturer’s instructions.
This document is applicable to breathing sets which include special components (e.g. water traps) between the patient end and machine end.
Provision is made for coaxial and related bifurcated, double-lumen, or multiple-lumen breathing sets and breathing tubes suitable for use with patient end adaptors.",https://www.iso.org/standard/81540.html,Published
,ISO 7376-1:1994,Laryngoscopic fittings  Part 1: Conventional hook-on type handle-blade fittings,"Cancels and replaces the first edition (1984). Lays down critical dimensions and considerations for the junction of any blade and any handle of a hook-on type laryngoscope to allow engagement, lamp illumination and disengagement through multiple cycles. Does not cover: the blade form or handle design other than the interchangeability aspects of the connection between the blade and the handle; the measurement and specification of the lamp illumination intensity; disposable or flexible laryngoscopes, or laryngoscopes designed for surgery; laryngoscopes without a lamp in the blade.",https://www.iso.org/standard/14070.html,Published
,ISO 7376-3:1996,Laryngoscopic fittings  Part 3: Fibre-illuminated re-usable rigid laryngoscopes,"Gives basic dimensions and performance requirements for two designs of re-usable rigid laryngoscopes, in which light from a source in the handle is transmitted to the blade by means of illuminating fibres.",https://www.iso.org/standard/14074.html,Published
,ISO 7376:2020 /DAmd 1,Anaesthetic and respiratory equipment  Laryngoscopes for tracheal intubation  Amendment 1: Clarification about optical output and illumination requirements,No Abstract Available,https://www.iso.org/standard/87171.html,Published
,ISO 7396-1:2016 /Amd 1:2017,Medical gas pipeline systems  Part 1: Pipeline systems for compressed medical gases and vacuum  Amendment 1,No Abstract Available,https://www.iso.org/standard/72456.html,Published
,ISO 7396-2:2007,Medical gas pipeline systems  Part 2: Anaesthetic gas scavenging disposal systems,"ISO 7396-2:2007 specifies requirements for the design, installation, function, performance, documentation, testing and commissioning of anaesthetic gas scavenging disposal systems, to ensure patient safety and to minimize exposure of the operator and other persons to anaesthetic gases and vapours. It includes requirements for the power device, pipeline system, performance, non-interchangeability between key components and avoidance of cross connections between anaesthetic gas scavenging (AGS) disposal systems and medical gas and vacuum pipeline systems.
ISO 7396-2:2007 is applicable only to those disposal systems intended to be connected via AGSS terminal units compliant with ISO 9170-2 to AGSS receiving systems compliant with ISO 8835-3.
ISO 7396-2:2007 also applies to:
extensions of existing AGSS disposal systems;modifications of existing AGSS disposal systems;modifications or replacement of power devices.",https://www.iso.org/standard/41945.html,Published
,ISO 7396:1987,Non-flammable medical gas pipeline systems,"Specification of minimum requirements for the installation, construction, function, documentation and testing of these systems to ensure patient safety. The requirements are included which relate to the source of supply, distribution system, terminal units, warning systems and non- interchangeability between key components and service outlets. The standard applies only for the medical gases oxygen, nitrous oxide, medical air, nitrogen, helium, carbon dioxide, specified mixtures of gases and medical vacuum. The annexes A to H contain recommendations for technological characteristics and system-related function.",https://www.iso.org/standard/14111.html,Published
,ISO 8185:2007,Respiratory tract humidifiers for medical use  Particular requirements for respiratory humidification systems,"ISO 8185:2007 is a particular standard based on IEC 60601-1:1988 and its Amendments, Amd. 1:1991 and Amd. 2:1995.
ISO 8185:2007 includes requirements for the basic safety and essential performance of humidification systems. It also includes requirements for individual devices specified for use in humidification systems such as heated breathing tubes (heated-wire breathing tubes) and devices intended to control these heated breathing tubes (heated breathing tube controllers). ISO 5367 specifies other safety and performance requirements for breathing tubes.
NOTE Heated breathing tubes are medical electrical equipment and are subject to the requirements of IEC 60601-1. 
ISO 8185:2007 also includes requirements for active HME (heat and moisture exchanger) devices, which actively add heat and moisture to increase the humidity level of the gas delivered from the HME to the patient. It is not applicable to passive HMEs, which return a portion of the patient's expired moisture and heat to the respiratory tract during inspiration without adding heat and moisture. ISO 9360-1 and ISO 9360-2 specify safety and performance requirements for passive HMEs and describe methods for testing performance. 
Respiratory tract humidifiers can be gas-powered, electrically-powered, or both. However, ISO 8185:2007 has been prepared as a particular standard based on IEC 60601-1, which gives general requirements for all aspects of safety, not only electrical safety, and many of the requirements are therefore applicable to humidifiers not powered by electricity. 
ISO 8185:2007 is not applicable to devices commonly referred to as ""room humidifiers"" or humidifiers used in heating, ventilation and air conditioning systems, or humidifiers incorporated into infant incubators.
ISO 8185:2007 is not applicable to nebulizers used for the delivery of drugs to patients.",https://www.iso.org/standard/38527.html,Published
,ISO 8382:1988,Resuscitators intended for use with humans,"Specification of minimum performance and safety requirements for small , portable, operator-powered and gas-powered ventilatory resuscitators for use in emergency situations. Electrically powered devices and such intended to assist or provide for ventilation of a patient for an extended period of time are not covered by this standard. Definitions of terms are given. The annexes contain test methods, physical parameters and a rationale statment.",https://www.iso.org/standard/15547.html,Published
,ISO 8835-2:2007,Inhalational anaesthesia systems  Part 2: Anaesthetic breathing systems,"ISO 8835-2:2007 specifies requirements for anaesthetic breathing systems that are supplied either assembled by the manufacturer or for assembly by the user in accordance with the manufacturer's instructions.
ISO 8835-2:2007 also covers circle absorber assemblies, exhaust valves, inspiratory and expiratory valves and, in some designs, those parts of an anaesthetic breathing system that are incorporated within an inhalation anaesthetic system, including the expiratory gas pathway of an anaesthetic ventilator.",https://www.iso.org/standard/41114.html,Published
,ISO 8835-4:2004,Inhalational anaesthesia systems  Part 4: Anaesthetic vapour delivery devices,"For the purposes of ISO 8835-4:2004, the requirements in IEC 60601-1:1988, Clause 1 apply except as follows.
Addition:
ISO 8835-4:2004 specifies particular requirements for the essential performance of anaesthetic vapour delivery devices (AVDDs), as defined in 3.1. ISO 8835-4:2004 is applicable to AVDDs which are a component of an anaesthetic system and are intended to be continuously operator-attended. ISO 8835-4:2004 gives specific requirements for AVDDs which are supplementary to the applicable general requirements in IEC 60601-2-13. 
ISO 8835-4:2004 is not applicable to AVDDs intended for use with flammable anaesthetics, as determined by Annex CC, and AVDDs intended for use within anaesthetic breathing systems (e.g. draw-over vaporizers).
The requirements of ISO 8835-4:2004 which replace or modify the requirements of IEC 60601-1:1988 and its Amendments 1 (1991) and 2 (1995) are intended to take precedence over the corresponding general requirements.",https://www.iso.org/standard/35202.html,Published
